order_id,item_id,product_id,quantity,list_price,discount,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,cust_first_name,cust_last_name,city,state,zip_code,product_name,brand_id,model_year,staffs_first_name,staffs_last_name,staffs_phone,staffs_active,manager_id,brand_name,revenue 
476,3,11,2,1680.99,0.07,559,4,01-10-2016,04-10-2016,02-10-2016,2,6,Basilia,Thornton,Brentwood,NY,11717,Surly Straggler 650b - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,3126.64
476,4,20,2,599.99,0.05,559,4,01-10-2016,04-10-2016,02-10-2016,2,6,Basilia,Thornton,Brentwood,NY,11717,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1139.98
200,1,23,2,299.99,0.05,1074,4,01-05-2016,03-05-2016,03-05-2016,2,6,Lanelle,Guerra,Floral Park,NY,11001,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,569.98
200,2,22,2,269.99,0.07,1074,4,01-05-2016,03-05-2016,03-05-2016,2,6,Lanelle,Guerra,Floral Park,NY,11001,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,502.18
313,1,4,1,2899.99,0.07,565,4,14-07-2016,15-07-2016,15-07-2016,3,9,Dagny,Owen,San Angelo,TX,76901,Trek Fuel EX 8 29 - 2016,9,2016,Layla,Terrell,(972) 530-5556,1,7,Trek,2696.99
313,2,10,2,1549,0.07,565,4,14-07-2016,15-07-2016,15-07-2016,3,9,Dagny,Owen,San Angelo,TX,76901,Surly Straggler - 2016,8,2016,Layla,Terrell,(972) 530-5556,1,7,Surly,2881.14
202,1,8,1,1799.99,0.07,600,4,03-05-2016,05-05-2016,04-05-2016,1,2,Joi,Reeves,San Diego,CA,92111,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,1673.99
202,2,17,1,429,0.05,600,4,03-05-2016,05-05-2016,04-05-2016,1,2,Joi,Reeves,San Diego,CA,92111,Pure Cycles Vine 8-Speed - 2016,4,2016,Mireya,Copeland,(831) 555-5555,1,1,Pure Cycles,407.55
202,3,15,2,529.99,0.05,600,4,03-05-2016,05-05-2016,04-05-2016,1,2,Joi,Reeves,San Diego,CA,92111,Electra Moto 1 - 2016,1,2016,Mireya,Copeland,(831) 555-5555,1,1,Electra,1006.98
202,4,25,2,499.99,0.05,600,4,03-05-2016,05-05-2016,04-05-2016,1,2,Joi,Reeves,San Diego,CA,92111,Electra Townie Original 7D - 2015/2016,1,2016,Mireya,Copeland,(831) 555-5555,1,1,Electra,949.98
321,1,4,2,2899.99,0.2,568,4,19-07-2016,22-07-2016,21-07-2016,2,6,Arcelia,Vinson,West Islip,NY,11795,Trek Fuel EX 8 29 - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,4639.98
321,2,12,2,549.99,0.2,568,4,19-07-2016,22-07-2016,21-07-2016,2,6,Arcelia,Vinson,West Islip,NY,11795,Electra Townie Original 21D - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,879.98
321,3,26,1,599.99,0.2,568,4,19-07-2016,22-07-2016,21-07-2016,2,6,Arcelia,Vinson,West Islip,NY,11795,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,479.99
321,4,23,2,299.99,0.2,568,4,19-07-2016,22-07-2016,21-07-2016,2,6,Arcelia,Vinson,West Islip,NY,11795,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,479.98
203,1,26,1,599.99,0.05,1102,4,03-05-2016,05-05-2016,06-05-2016,3,9,Henrietta,Wagner,Fort Worth,TX,76110,Electra Townie Original 7D EQ - 2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,569.99
203,2,3,2,999.99,0.1,1102,4,03-05-2016,05-05-2016,06-05-2016,3,9,Henrietta,Wagner,Fort Worth,TX,76110,Surly Wednesday Frameset - 2016,8,2016,Layla,Terrell,(972) 530-5556,1,7,Surly,1799.98
203,3,17,2,429,0.2,1102,4,03-05-2016,05-05-2016,06-05-2016,3,9,Henrietta,Wagner,Fort Worth,TX,76110,Pure Cycles Vine 8-Speed - 2016,4,2016,Layla,Terrell,(972) 530-5556,1,7,Pure Cycles,686.4
203,4,19,2,449,0.07,1102,4,03-05-2016,05-05-2016,06-05-2016,3,9,Henrietta,Wagner,Fort Worth,TX,76110,Pure Cycles William 3-Speed - 2016,4,2016,Layla,Terrell,(972) 530-5556,1,7,Pure Cycles,835.14
293,1,19,2,449,0.05,573,4,30-06-2016,03-07-2016,02-07-2016,2,7,Rubye,Mccall,Troy,NY,12180,Pure Cycles William 3-Speed - 2016,4,2016,Venita,Daniel,(516) 379-4446,1,5,Pure Cycles,853.1
293,2,6,1,469.99,0.2,573,4,30-06-2016,03-07-2016,02-07-2016,2,7,Rubye,Mccall,Troy,NY,12180,Surly Ice Cream Truck Frameset - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,375.99
450,1,24,1,549.99,0.05,575,4,21-09-2016,24-09-2016,23-09-2016,2,7,Laurence,Christian,Jamaica,NY,11432,Electra Townie Original 21D - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,522.49
450,2,12,1,549.99,0.07,575,4,21-09-2016,24-09-2016,23-09-2016,2,7,Laurence,Christian,Jamaica,NY,11432,Electra Townie Original 21D - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,511.49
450,3,5,1,1320.99,0.1,575,4,21-09-2016,24-09-2016,23-09-2016,2,7,Laurence,Christian,Jamaica,NY,11432,Heller Shagamaw Frame - 2016,3,2016,Venita,Daniel,(516) 379-4446,1,5,Heller,1188.89
204,1,6,2,469.99,0.07,591,4,04-05-2016,07-05-2016,06-05-2016,2,7,Danilo,Holmes,Hicksville,NY,11801,Surly Ice Cream Truck Frameset - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,874.18
204,2,17,2,429,0.1,591,4,04-05-2016,07-05-2016,06-05-2016,2,7,Danilo,Holmes,Hicksville,NY,11801,Pure Cycles Vine 8-Speed - 2016,4,2016,Venita,Daniel,(516) 379-4446,1,5,Pure Cycles,772.2
390,1,23,1,299.99,0.05,576,4,22-08-2016,24-08-2016,25-08-2016,3,9,Shirely,Stanley,El Paso,TX,79930,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,284.99
390,2,7,2,3999.99,0.07,576,4,22-08-2016,24-08-2016,25-08-2016,3,9,Shirely,Stanley,El Paso,TX,79930,Trek Slash 8 27.5 - 2016,9,2016,Layla,Terrell,(972) 530-5556,1,7,Trek,7439.98
390,3,9,1,2999.99,0.05,576,4,22-08-2016,24-08-2016,25-08-2016,3,9,Shirely,Stanley,El Paso,TX,79930,Trek Conduit+ - 2016,9,2016,Layla,Terrell,(972) 530-5556,1,7,Trek,2849.99
205,1,22,2,269.99,0.05,635,4,04-05-2016,05-05-2016,06-05-2016,2,6,Myrtie,James,Merrick,NY,11566,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,512.98
205,2,24,2,549.99,0.1,635,4,04-05-2016,05-05-2016,06-05-2016,2,6,Myrtie,James,Merrick,NY,11566,Electra Townie Original 21D - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,989.98
403,1,12,2,549.99,0.1,578,4,31-08-2016,01-09-2016,02-09-2016,1,3,Salena,Day,San Lorenzo,CA,94580,Electra Townie Original 21D - 2016,1,2016,Genna,Serrano,(831) 555-5556,1,2,Electra,989.98
403,2,7,2,3999.99,0.2,578,4,31-08-2016,01-09-2016,02-09-2016,1,3,Salena,Day,San Lorenzo,CA,94580,Trek Slash 8 27.5 - 2016,9,2016,Genna,Serrano,(831) 555-5556,1,2,Trek,6399.98
403,3,22,2,269.99,0.05,578,4,31-08-2016,01-09-2016,02-09-2016,1,3,Salena,Day,San Lorenzo,CA,94580,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Genna,Serrano,(831) 555-5556,1,2,Electra,512.98
403,4,24,1,549.99,0.2,578,4,31-08-2016,01-09-2016,02-09-2016,1,3,Salena,Day,San Lorenzo,CA,94580,Electra Townie Original 21D - 2016,1,2016,Genna,Serrano,(831) 555-5556,1,2,Electra,439.99
262,1,2,1,749.99,0.07,579,4,08-06-2016,11-06-2016,10-06-2016,3,9,Matilda,Larson,Harlingen,TX,78552,Ritchey Timberwolf Frameset - 2016,5,2016,Layla,Terrell,(972) 530-5556,1,7,Ritchey,697.49
262,2,9,2,2999.99,0.05,579,4,08-06-2016,11-06-2016,10-06-2016,3,9,Matilda,Larson,Harlingen,TX,78552,Trek Conduit+ - 2016,9,2016,Layla,Terrell,(972) 530-5556,1,7,Trek,5699.98
206,1,25,1,499.99,0.05,743,4,04-05-2016,06-05-2016,05-05-2016,3,9,Tania,Swanson,Longview,TX,75604,Electra Townie Original 7D - 2015/2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,474.99
206,2,20,1,599.99,0.2,743,4,04-05-2016,06-05-2016,05-05-2016,3,9,Tania,Swanson,Longview,TX,75604,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,479.99
346,1,13,1,269.99,0.07,584,4,01-08-2016,03-08-2016,02-08-2016,3,9,Lynne,Anderson,El Paso,TX,79930,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,251.09
346,2,23,1,299.99,0.2,584,4,01-08-2016,03-08-2016,02-08-2016,3,9,Lynne,Anderson,El Paso,TX,79930,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,239.99
346,3,21,1,269.99,0.1,584,4,01-08-2016,03-08-2016,02-08-2016,3,9,Lynne,Anderson,El Paso,TX,79930,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,242.99
346,4,15,1,529.99,0.05,584,4,01-08-2016,03-08-2016,02-08-2016,3,9,Lynne,Anderson,El Paso,TX,79930,Electra Moto 1 - 2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,503.49
346,5,18,2,449,0.05,584,4,01-08-2016,03-08-2016,02-08-2016,3,9,Lynne,Anderson,El Paso,TX,79930,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,2016,Layla,Terrell,(972) 530-5556,1,7,Pure Cycles,853.1
208,1,6,2,469.99,0.05,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,Leanna,Manning,Hicksville,NY,11801,Surly Ice Cream Truck Frameset - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,892.98
208,2,4,2,2899.99,0.07,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,Leanna,Manning,Hicksville,NY,11801,Trek Fuel EX 8 29 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,5393.98
208,3,3,1,999.99,0.05,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,Leanna,Manning,Hicksville,NY,11801,Surly Wednesday Frameset - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,949.99
208,4,12,1,549.99,0.2,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,Leanna,Manning,Hicksville,NY,11801,Electra Townie Original 21D - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,439.99
208,5,10,2,1549,0.05,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,Leanna,Manning,Hicksville,NY,11801,Surly Straggler - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,2943.1
510,1,17,1,429,0.1,586,4,17-10-2016,18-10-2016,18-10-2016,2,7,Ulysses,Gaines,Monsey,NY,10952,Pure Cycles Vine 8-Speed - 2016,4,2016,Venita,Daniel,(516) 379-4446,1,5,Pure Cycles,386.1
210,1,14,1,269.99,0.07,943,4,07-05-2016,08-05-2016,09-05-2016,2,6,Lynn,Mcmahon,Scarsdale,NY,10583,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,251.09
210,2,13,2,269.99,0.2,943,4,07-05-2016,08-05-2016,09-05-2016,2,6,Lynn,Mcmahon,Scarsdale,NY,10583,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,431.98
211,1,10,1,1549,0.07,1140,4,07-05-2016,09-05-2016,08-05-2016,2,6,Penney,Hall,Liverpool,NY,13090,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1440.57
211,2,2,2,749.99,0.07,1140,4,07-05-2016,09-05-2016,08-05-2016,2,6,Penney,Hall,Liverpool,NY,13090,Ritchey Timberwolf Frameset - 2016,5,2016,Marcelene,Boyer,(516) 379-4445,1,5,Ritchey,1394.98
212,1,16,2,599.99,0.07,1373,4,08-05-2016,09-05-2016,11-05-2016,2,6,Lanora,Robbins,West Babylon,NY,11704,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1115.98
212,2,12,2,549.99,0.2,1373,4,08-05-2016,09-05-2016,11-05-2016,2,6,Lanora,Robbins,West Babylon,NY,11704,Electra Townie Original 21D - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,879.98
212,3,19,1,449,0.1,1373,4,08-05-2016,09-05-2016,11-05-2016,2,6,Lanora,Robbins,West Babylon,NY,11704,Pure Cycles William 3-Speed - 2016,4,2016,Marcelene,Boyer,(516) 379-4445,1,5,Pure Cycles,404.1
212,4,7,1,3999.99,0.2,1373,4,08-05-2016,09-05-2016,11-05-2016,2,6,Lanora,Robbins,West Babylon,NY,11704,Trek Slash 8 27.5 - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,3199.99
213,1,13,1,269.99,0.1,788,4,08-05-2016,09-05-2016,09-05-2016,3,8,Lilliam,Nolan,Copperas Cove,TX,76522,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Kali,Vargas,(972) 530-5555,1,1,Electra,242.99
215,1,19,1,449,0.07,1420,4,10-05-2016,13-05-2016,12-05-2016,2,7,Kelsey,Noble,Mount Vernon,NY,10550,Pure Cycles William 3-Speed - 2016,4,2016,Venita,Daniel,(516) 379-4446,1,5,Pure Cycles,417.57
215,2,12,2,549.99,0.1,1420,4,10-05-2016,13-05-2016,12-05-2016,2,7,Kelsey,Noble,Mount Vernon,NY,10550,Electra Townie Original 21D - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,989.98
405,1,3,2,999.99,0.2,603,4,31-08-2016,01-09-2016,01-09-2016,2,6,Genevieve,Juarez,New Hyde Park,NY,11040,Surly Wednesday Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1599.98
405,2,10,2,1549,0.1,603,4,31-08-2016,01-09-2016,01-09-2016,2,6,Genevieve,Juarez,New Hyde Park,NY,11040,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,2788.2
405,3,14,2,269.99,0.07,603,4,31-08-2016,01-09-2016,01-09-2016,2,6,Genevieve,Juarez,New Hyde Park,NY,11040,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,502.18
217,1,18,1,449,0.1,716,4,11-05-2016,12-05-2016,14-05-2016,2,7,Sebrina,Hart,Coram,NY,11727,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,2016,Venita,Daniel,(516) 379-4446,1,5,Pure Cycles,404.1
217,2,10,2,1549,0.1,716,4,11-05-2016,12-05-2016,14-05-2016,2,7,Sebrina,Hart,Coram,NY,11727,Surly Straggler - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,2788.2
217,3,17,1,429,0.07,716,4,11-05-2016,12-05-2016,14-05-2016,2,7,Sebrina,Hart,Coram,NY,11727,Pure Cycles Vine 8-Speed - 2016,4,2016,Venita,Daniel,(516) 379-4446,1,5,Pure Cycles,398.97
218,1,2,2,749.99,0.1,1179,4,12-05-2016,14-05-2016,14-05-2016,2,7,Vernetta,Banks,Brooklyn,NY,11201,Ritchey Timberwolf Frameset - 2016,5,2016,Venita,Daniel,(516) 379-4446,1,5,Ritchey,1349.98
218,2,13,1,269.99,0.07,1179,4,12-05-2016,14-05-2016,14-05-2016,2,7,Vernetta,Banks,Brooklyn,NY,11201,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,251.09
218,3,12,1,549.99,0.05,1179,4,12-05-2016,14-05-2016,14-05-2016,2,7,Vernetta,Banks,Brooklyn,NY,11201,Electra Townie Original 21D - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,522.49
219,1,26,1,599.99,0.05,1338,4,12-05-2016,15-05-2016,15-05-2016,2,6,Inez,Snider,Ronkonkoma,NY,11779,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,569.99
219,2,5,1,1320.99,0.2,1338,4,12-05-2016,15-05-2016,15-05-2016,2,6,Inez,Snider,Ronkonkoma,NY,11779,Heller Shagamaw Frame - 2016,3,2016,Marcelene,Boyer,(516) 379-4445,1,5,Heller,1056.79
517,1,21,2,269.99,0.07,613,4,21-10-2016,22-10-2016,24-10-2016,2,6,Margene,Eaton,Wantagh,NY,11793,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,502.18
220,1,6,2,469.99,0.05,1358,4,12-05-2016,14-05-2016,15-05-2016,2,6,Noble,Glover,Orchard Park,NY,14127,Surly Ice Cream Truck Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,892.98
220,2,25,1,499.99,0.07,1358,4,12-05-2016,14-05-2016,15-05-2016,2,6,Noble,Glover,Orchard Park,NY,14127,Electra Townie Original 7D - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,464.99
220,3,22,2,269.99,0.1,1358,4,12-05-2016,14-05-2016,15-05-2016,2,6,Noble,Glover,Orchard Park,NY,14127,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,485.98
220,4,3,2,999.99,0.2,1358,4,12-05-2016,14-05-2016,15-05-2016,2,6,Noble,Glover,Orchard Park,NY,14127,Surly Wednesday Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1599.98
228,1,25,1,499.99,0.2,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,Jamika,Blanchard,Fresh Meadows,NY,11365,Electra Townie Original 7D - 2015/2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,399.99
228,2,2,2,749.99,0.07,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,Jamika,Blanchard,Fresh Meadows,NY,11365,Ritchey Timberwolf Frameset - 2016,5,2016,Venita,Daniel,(516) 379-4446,1,5,Ritchey,1394.98
228,3,23,2,299.99,0.1,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,Jamika,Blanchard,Fresh Meadows,NY,11365,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,539.98
228,4,4,1,2899.99,0.2,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,Jamika,Blanchard,Fresh Meadows,NY,11365,Trek Fuel EX 8 29 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,2319.99
228,5,22,1,269.99,0.05,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,Jamika,Blanchard,Fresh Meadows,NY,11365,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,256.49
221,1,11,2,1680.99,0.07,1218,4,13-05-2016,16-05-2016,14-05-2016,1,2,Donovan,Cantrell,Oakland,CA,94603,Surly Straggler 650b - 2016,8,2016,Mireya,Copeland,(831) 555-5555,1,1,Surly,3126.64
223,1,7,2,3999.99,0.05,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,Veronique,Fulton,Ballston Spa,NY,12020,Trek Slash 8 27.5 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,7599.98
223,2,5,1,1320.99,0.2,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,Veronique,Fulton,Ballston Spa,NY,12020,Heller Shagamaw Frame - 2016,3,2016,Venita,Daniel,(516) 379-4446,1,5,Heller,1056.79
223,3,21,2,269.99,0.1,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,Veronique,Fulton,Ballston Spa,NY,12020,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,485.98
223,4,20,1,599.99,0.05,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,Veronique,Fulton,Ballston Spa,NY,12020,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,569.99
223,5,15,1,529.99,0.05,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,Veronique,Fulton,Ballston Spa,NY,12020,Electra Moto 1 - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,503.49
330,1,21,2,269.99,0.05,622,4,24-07-2016,27-07-2016,27-07-2016,2,6,Gabriel,Pitts,Clifton Park,NY,12065,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,512.98
310,1,7,2,3999.99,0.07,627,4,12-07-2016,13-07-2016,13-07-2016,1,2,Deloris,Larson,Duarte,CA,91010,Trek Slash 8 27.5 - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,7439.98
310,2,14,2,269.99,0.1,627,4,12-07-2016,13-07-2016,13-07-2016,1,2,Deloris,Larson,Duarte,CA,91010,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Mireya,Copeland,(831) 555-5555,1,1,Electra,485.98
310,3,5,2,1320.99,0.2,627,4,12-07-2016,13-07-2016,13-07-2016,1,2,Deloris,Larson,Duarte,CA,91010,Heller Shagamaw Frame - 2016,3,2016,Mireya,Copeland,(831) 555-5555,1,1,Heller,2113.58
310,4,8,1,1799.99,0.2,627,4,12-07-2016,13-07-2016,13-07-2016,1,2,Deloris,Larson,Duarte,CA,91010,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,1439.99
260,1,23,2,299.99,0.2,632,4,06-06-2016,08-06-2016,08-06-2016,2,6,Yvette,Rogers,Franklin Square,NY,11010,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,479.98
260,2,10,1,1549,0.2,632,4,06-06-2016,08-06-2016,08-06-2016,2,6,Yvette,Rogers,Franklin Square,NY,11010,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1239.2
260,3,24,2,549.99,0.2,632,4,06-06-2016,08-06-2016,08-06-2016,2,6,Yvette,Rogers,Franklin Square,NY,11010,Electra Townie Original 21D - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,879.98
280,1,25,1,499.99,0.07,638,4,21-06-2016,22-06-2016,23-06-2016,2,7,Tomeka,Higgins,Poughkeepsie,NY,12601,Electra Townie Original 7D - 2015/2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,464.99
280,2,26,2,599.99,0.07,638,4,21-06-2016,22-06-2016,23-06-2016,2,7,Tomeka,Higgins,Poughkeepsie,NY,12601,Electra Townie Original 7D EQ - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,1115.98
280,3,13,1,269.99,0.07,638,4,21-06-2016,22-06-2016,23-06-2016,2,7,Tomeka,Higgins,Poughkeepsie,NY,12601,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,251.09
520,1,26,1,599.99,0.1,639,4,23-10-2016,26-10-2016,24-10-2016,2,7,Ronald,Parsons,Maspeth,NY,11378,Electra Townie Original 7D EQ - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,539.99
520,2,24,1,549.99,0.2,639,4,23-10-2016,26-10-2016,24-10-2016,2,7,Ronald,Parsons,Maspeth,NY,11378,Electra Townie Original 21D - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,439.99
520,3,10,1,1549,0.07,639,4,23-10-2016,26-10-2016,24-10-2016,2,7,Ronald,Parsons,Maspeth,NY,11378,Surly Straggler - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,1440.57
229,1,25,2,499.99,0.2,742,4,19-05-2016,21-05-2016,20-05-2016,2,6,Evelina,Manning,Mount Vernon,NY,10550,Electra Townie Original 7D - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,799.98
229,2,5,2,1320.99,0.1,742,4,19-05-2016,21-05-2016,20-05-2016,2,6,Evelina,Manning,Mount Vernon,NY,10550,Heller Shagamaw Frame - 2016,3,2016,Marcelene,Boyer,(516) 379-4445,1,5,Heller,2377.78
229,3,8,1,1799.99,0.2,742,4,19-05-2016,21-05-2016,20-05-2016,2,6,Evelina,Manning,Mount Vernon,NY,10550,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,1439.99
470,1,18,1,449,0.05,641,4,30-09-2016,02-10-2016,02-10-2016,1,3,Derrick,Marks,Glendora,CA,91740,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,2016,Genna,Serrano,(831) 555-5556,1,2,Pure Cycles,426.55
470,2,13,1,269.99,0.05,641,4,30-09-2016,02-10-2016,02-10-2016,1,3,Derrick,Marks,Glendora,CA,91740,Electra Cruiser 1 (24-Inch) - 2016,1,2016,Genna,Serrano,(831) 555-5556,1,2,Electra,256.49
470,3,8,2,1799.99,0.2,641,4,30-09-2016,02-10-2016,02-10-2016,1,3,Derrick,Marks,Glendora,CA,91740,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Genna,Serrano,(831) 555-5556,1,2,Trek,2879.98
331,1,17,2,429,0.1,642,4,24-07-2016,26-07-2016,25-07-2016,2,6,Yang,Roth,Webster,NY,14580,Pure Cycles Vine 8-Speed - 2016,4,2016,Marcelene,Boyer,(516) 379-4445,1,5,Pure Cycles,772.2
230,1,11,2,1680.99,0.07,1167,4,19-05-2016,20-05-2016,21-05-2016,2,6,Ryan,Carter,Nanuet,NY,10954,Surly Straggler 650b - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,3126.64
231,1,8,2,1799.99,0.07,1257,4,19-05-2016,22-05-2016,21-05-2016,2,6,Rosamaria,Meyer,Webster,NY,14580,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,3347.98
231,2,14,2,269.99,0.2,1257,4,19-05-2016,22-05-2016,21-05-2016,2,6,Rosamaria,Meyer,Webster,NY,14580,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,431.98
